answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
642368,1173229,583276,España ,300,307,,¿Donde pueden ir los refugiados?,,"Centro de Acogida a Refugiados (C.A.R.). Son establecimientos públicos destinados a prestar alojamiento, manutención y asistencia psicosocial urgente y primaria, así como otros servicios sociales encaminados a facilitar la convivencia e integrar en la comunidad a las personas que solicitan asilo en España u obtengan la condición de refugiado o desplazado en España y que carezcan de medios económicos para atender a sus necesidades y a las de su familia."
642369,1173230,583277,"Alojamiento y manutención temporal.
Información y asesoramiento sobre nueva situación.
Orientación para su incorporación al sistema educativo, sanitario y social.
Atención psicológica.
Atención social especializada y gestión de ayudas económicas complementarias.
Desarrollo de cursos para aprendizaje de la lengua y de habilidades sociales básicas.
Orientación e intermediación para la formación profesional e inserción laboral.
Actividades ocupacionales y de ocio y tiempo libre.
Actividades de sensibilización y de divulgación de la actuación del C.A.R. dirigidas a la sociedad de acogida.",0,591,,¿Que servicios y prestaciones tienen CAR?,,"Alojamiento y manutención temporal.
Información y asesoramiento sobre nueva situación.
Orientación para su incorporación al sistema educativo, sanitario y social.
Atención psicológica.
Atención social especializada y gestión de ayudas económicas complementarias.
Desarrollo de cursos para aprendizaje de la lengua y de habilidades sociales básicas.
Orientación e intermediación para la formación profesional e inserción laboral.
Actividades ocupacionales y de ocio y tiempo libre.
Actividades de sensibilización y de divulgación de la actuación del C.A.R. dirigidas a la sociedad de acogida."
642371,1173230,583279,"Alojamiento y manutención temporal.
Información y asesoramiento sobre nueva situación.
Orientación para su incorporación al sistema educativo, sanitario y social.
Atención psicológica.
Atención social especializada y gestión de ayudas económicas complementarias.
Desarrollo de cursos para aprendizaje de la lengua y de habilidades sociales básicas.
Orientación e intermediación para la formación profesional e inserción laboral.
Actividades ocupacionales y de ocio y tiempo libre.
Actividades de sensibilización y de divulgación",0,528,,¿Que servicios y prestaciones tienen el Centro de Acogida a Refugiados?,,"Alojamiento y manutención temporal.
Información y asesoramiento sobre nueva situación.
Orientación para su incorporación al sistema educativo, sanitario y social.
Atención psicológica.
Atención social especializada y gestión de ayudas económicas complementarias.
Desarrollo de cursos para aprendizaje de la lengua y de habilidades sociales básicas.
Orientación e intermediación para la formación profesional e inserción laboral.
Actividades ocupacionales y de ocio y tiempo libre.
Actividades de sensibilización y de divulgación de la actuación del C.A.R. dirigidas a la sociedad de acogida."
642372,1173231,583280,"Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud,",188,531,,¿Como podria ser beneficiario de los centros de Acogida?,,"Podrán ser beneficiarios de los Centros de Acogida a Refugiados de la Dirección General de Inclusión y Atención Humanitaria, las personas que reúnan alguna de las siguientes condiciones:

Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud, cuando haya aceptado un Estado miembro la responsabilidad de examinar su solicitud de asilo en virtud del Reglamento (CE) 343/2003 del Consejo de 18 de febrero de 2003 por el que se establecen los criterios y mecanismos de determinación del Estado miembro responsable del examen de una solicitud de "
642373,1173231,583281,"Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite ",188,518,,¿Como ser beneficiario?,,"Podrán ser beneficiarios de los Centros de Acogida a Refugiados de la Dirección General de Inclusión y Atención Humanitaria, las personas que reúnan alguna de las siguientes condiciones:

Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud, cuando haya aceptado un Estado miembro la responsabilidad de examinar su solicitud de asilo en virtud del Reglamento (CE) 343/2003 del Consejo de 18 de febrero de 2003 por el que se establecen los criterios y mecanismos de determinación del Estado miembro responsable del examen de una "
642374,1173231,583282,"Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud",188,530,,¿Que condición tienen que tener para ser beneficiarios?,,"Podrán ser beneficiarios de los Centros de Acogida a Refugiados de la Dirección General de Inclusión y Atención Humanitaria, las personas que reúnan alguna de las siguientes condiciones:

Haber solicitado o ser beneficiario de proteccion internacional en España.
Estar en posesión del documento pertinente que acredite su condición de solicitante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud, cuando haya aceptado un Estado miembro la responsabilidad de examinar su solicitud de asilo en virtud del Reglamento (CE) 343/2003 del Consejo de 18 de febrero de 2003 por el que se establecen los criterios y mecanismos de determinación del Estado miembro responsable del examen de una solicitud de"
642375,1173231,583283,eglamento (CE) 343/2003 del Consejo de 18 de febrero de 2003,639,699,,¿Que reglamento sigue?,,"citante o beneficiario de proteccion internacional del estatuto de apatrida o protección temporal en España.
Haber solicitado proteccion internacional y no ser admitida a trámite la solicitud, cuando haya aceptado un Estado miembro la responsabilidad de examinar su solicitud de asilo en virtud del Reglamento (CE) 343/2003 del Consejo de 18 de febrero de 2003 por el que se establecen los criterios y mecanismos de determinación del Estado miembro responsable del examen de una solicitud de asilo presentada en uno de los estados miembros por un nacional de un tercer país, durante el plazo previsto para gestionar el traslado al país que haya aceptado su tom"
642376,1173231,583284,"Carecer de trabajo o de medios económicos para atender sus necesidades y las de su familia.
No padecer enfermedades transmisibles o discapacidades fisicas o psíquicas que puedan alterar la normal convivencia en el centro.
Aceptación expresa de la normativa por la que se rige el centro.",1085,1371,,¿Los requsitos de CAR?,,"ro responsable del examen de una solicitud de asilo presentada en uno de los estados miembros por un nacional de un tercer país, durante el plazo previsto para gestionar el traslado al país que haya aceptado su toma a cargo.
En todos los supuestos les serán de aplicación los siguientes requisitos:

Carecer de trabajo o de medios económicos para atender sus necesidades y las de su familia.
No padecer enfermedades transmisibles o discapacidades fisicas o psíquicas que puedan alterar la normal convivencia en el centro.
Aceptación expresa de la normativa por la que se rige el centro."
642377,1173231,583285,"Carecer de trabajo o de medios económicos para atender sus necesidades y las de su familia.
No padecer enfermedades transmisibles o discapacidades fisicas o psíquicas que puedan alterar la normal convivencia en el centro.
Aceptación expresa de la normativa por la que se rige el centro",1085,1370,,¿Los requisitos del centro?,,"ro responsable del examen de una solicitud de asilo presentada en uno de los estados miembros por un nacional de un tercer país, durante el plazo previsto para gestionar el traslado al país que haya aceptado su toma a cargo.
En todos los supuestos les serán de aplicación los siguientes requisitos:

Carecer de trabajo o de medios económicos para atender sus necesidades y las de su familia.
No padecer enfermedades transmisibles o discapacidades fisicas o psíquicas que puedan alterar la normal convivencia en el centro.
Aceptación expresa de la normativa por la que se rige el centro."
642378,1173232,583286,seis meses,50,60,,¿Cunato tiempo dura la estancia?,,"La estancia en los centros tendrá una duración de seis meses, salvo que con anterioridad al transcurso de este período sea resuelto el expediente administrativo. En caso de resolución denegatoria, el beneficiario dispondrá de quince días para abandonar el centro.

Excepcionalmente, y por razones de necesidad, previo informe del equipo técnico la Dirección de"
642379,1173232,583287,seis meses,50,60,,¿Cunato tiempo puedo estar en el centro?,,"La estancia en los centros tendrá una duración de seis meses, salvo que con anterioridad al transcurso de este período sea resuelto el expediente administrativo. En caso de resolución denegatoria, el beneficiario dispondrá de quince días para abandonar el centro.

Excepcionalmente, y por razones de necesidad, previo informe del equipo técnico la Dirección de"
642380,1173232,583288,quince días,226,237,,¿Cuantos dias tiene cuando esta denegada?,,"La estancia en los centros tendrá una duración de seis meses, salvo que con anterioridad al transcurso de este período sea resuelto el expediente administrativo. En caso de resolución denegatoria, el beneficiario dispondrá de quince días para abandonar el centro.

Excepcionalmente, y por razones de necesidad, previo informe del equipo técnico la Dirección del centro podrá proponer a la Dirección General de Inclusión y Atención Humanitaria la autorización, por una sola vez, de una prórroga de estancia hasta la notificación de la res"
642381,1173232,583289,quince días,226,237,,¿periodo disponible cuando esta denegada en el centro?,,"La estancia en los centros tendrá una duración de seis meses, salvo que con anterioridad al transcurso de este período sea resuelto el expediente administrativo. En caso de resolución denegatoria, el beneficiario dispondrá de quince días para abandonar el centro.

Excepcionalmente, y por razones de necesidad, previo informe del equipo técnico la Dirección del centro podrá proponer a la Dirección General de Inclusión y Atención Humanitaria la autorización, por una sola vez, de una prórroga de estancia hasta la notificación de la res"
642382,1173232,583290,"Su duración dependerá de las características individuales de cada caso, tras la propuesta de la dirección del centro de forma motivada.",570,705,,¿De que depende la prórroga de estancia?,,"cionalmente, y por razones de necesidad, previo informe del equipo técnico la Dirección del centro podrá proponer a la Dirección General de Inclusión y Atención Humanitaria la autorización, por una sola vez, de una prórroga de estancia hasta la notificación de la resolución del expediente de asilo. Su duración dependerá de las características individuales de cada caso, tras la propuesta de la dirección del centro de forma motivada."
642383,1173234,583291,desde el momento del ingreso del beneficiario en el centro y en función de su situación personal,70,166,,¿En que momento se puede pedir las ayudas?,,"Las ayudas para gastos personales y de transporte se podrán solicitar desde el momento del ingreso del beneficiario en el centro y en función de su situación personal.
Los demás gastos se podrán solicitar a lo largo de la estancia del beneficiario en el centro, cuando se produzca la circunstancia que dé lugar al mismo."
642384,1173235,583292,en el plazo máximo de seis meses,212,244,,¿Periodo de resolución?,,"Plazo de resolución de la autorización para la acción concertada. Conforme al artículo 44 del Real Decreto 220/2022, de 29 de marzo, la resolución de autorización se dictará y notificará a la entidad solicitante en el plazo máximo de seis meses, contados desde la fecha de presentación de la solicitud de dé inicio al procedimiento.
"
642385,1173235,583293,máximo de seis meses,224,244,,¿Tiempo de resolución?,,"Plazo de resolución de la autorización para la acción concertada. Conforme al artículo 44 del Real Decreto 220/2022, de 29 de marzo, la resolución de autorización se dictará y notificará a la entidad solicitante en el plazo máximo de seis meses, contados desde la fecha de presentación de la solicitud de dé inicio al procedimiento.
"
642386,1173235,583294,"artículo 44 del Real Decreto 220/2022, de 29 de marzo",78,131,,¿Cuales el decreto de la resoluón?,,"Plazo de resolución de la autorización para la acción concertada. Conforme al artículo 44 del Real Decreto 220/2022, de 29 de marzo, la resolución de autorización se dictará y notificará a la entidad solicitante en el plazo máximo de seis meses, contados desde la fecha de presentación de la solicitud de dé inicio al procedimiento.
"
642387,1173235,583295,seis meses,234,244,,¿Tiempo para la norificación de la resolución?,,"Plazo de resolución de la autorización para la acción concertada. Conforme al artículo 44 del Real Decreto 220/2022, de 29 de marzo, la resolución de autorización se dictará y notificará a la entidad solicitante en el plazo máximo de seis meses, contados desde la fecha de presentación de la solicitud de dé inicio al procedimiento.
"
642388,1173236,583296, RD 865-2006 Normas reguladoras ayudas CM,52,93,,¿La normativa para ayuda economica?,,"Ayudas económicas a los beneficiarios de los CAR:    RD 865-2006 Normas reguladoras ayudas CM.
2015 Resolución ayudas Centros.
2017 Resolución ayudas Centros . Las cuantías máximas establecidas para cada tipo de ayuda serán las mismas y en los mismos términos que las establecidas en la Resolución de 2015."
642389,1173236,583297,serán las mismas y en los mismos términos que las establecidas en la Resolución de 2015,218,305,,¿Las cuantias de ayudas?,,"Ayudas económicas a los beneficiarios de los CAR:    RD 865-2006 Normas reguladoras ayudas CM.
2015 Resolución ayudas Centros.
2017 Resolución ayudas Centros . Las cuantías máximas establecidas para cada tipo de ayuda serán las mismas y en los mismos términos que las establecidas en la Resolución de 2015."
642390,1173237,583298,la SEDE de Acción Concertada de Protección Internacional.,320,377,,¿Donde se presenta la solicitud?,,"autorización de acción concertada se iniciará mediante la presentación de la correspondiente solicitud por la entidad interesada, de conformidad con lo establecido en el artículo 14.2 de la Ley 39/2015, de 1 de octubre, dirigida al órgano de concertación.

Las solicitudes se presentarán a través de la SEDE de Acción Concertada de Protección Internacional."
662898,1288135,618641,"Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno.",27,459,,¿ué se consideran daños graves?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A10.txt,"Artículo 10. Daños graves.
Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno."
662894,1288134,618638,"En todo caso, el derecho de asilo se denegará a:
a) las personas que constituyan, por razones fundadas, un peligro para la seguridad de España;
b) las personas que, habiendo sido objeto de una condena firme por delito grave constituyan una amenaza para la comunidad.",34,300,,¿Por qué me han denegado?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A09.txt,"Artículo 9. Causas de denegación.
En todo caso, el derecho de asilo se denegará a:
a) las personas que constituyan, por razones fundadas, un peligro para la seguridad de España;
b) las personas que, habiendo sido objeto de una condena firme por delito grave constituyan una amenaza para la comunidad."
662897,1288135,618640,"Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno.",27,459,,¿Qué daños pueden llevar a la asignación de protección subsidiaria?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A10.txt,"Artículo 10. Daños graves.
Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno."
662899,1288135,618642,"Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno.",27,459,,"¿Qué se consideran daños graves,  en base a los cuales se pueda solicitar protección subsidiaria?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A10.txt,"Artículo 10. Daños graves.
Constituyen los daños graves que dan lugar a la protección subsidiaria prevista en el artículo 4 de esta Ley:
a) la condena a pena de muerte o el riesgo de su ejecución material;
b) la tortura y los tratos inhumanos o degradantes en el país de origen del solicitante;
c) las amenazas graves contra la vida o la integridad de los civiles motivadas por una violencia indiscriminada en situaciones de conflicto internacional o interno."
662912,1288139,618654,"1. Podrán proporcionar protección:
a) el Estado, o
b) los partidos u organizaciones, incluidas las organizaciones internacionales, que controlen el Estado o una parte considerable de su territorio.",36,233,,Dónde puedo acudir para solicitar protección,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A14.txt,"Artículo 14. Agentes de protección.
1. Podrán proporcionar protección:
a) el Estado, o
b) los partidos u organizaciones, incluidas las organizaciones internacionales, que controlen el Estado o una parte considerable de su territorio.
2. En general, se entenderá que existe protección cuando los agentes mencionados en el apartado primero adopten medidas razonables y efectivas para impedir la persecución o el padecimiento de daños graves, tales como el establecimiento de un sistema jurídico eficaz para la investigación, el procesa"
662913,1288139,618655,"1. Podrán proporcionar protección:
a) el Estado, o
b) los partidos u organizaciones, incluidas las organizaciones internacionales, que controlen el Estado o una parte considerable de su territorio.",36,233,,¿Quién puede proporcionar la protección?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A14.txt,"Artículo 14. Agentes de protección.
1. Podrán proporcionar protección:
a) el Estado, o
b) los partidos u organizaciones, incluidas las organizaciones internacionales, que controlen el Estado o una parte considerable de su territorio.
2. En general, se entenderá que existe protección cuando los agentes mencionados en el apartado primero adopten medidas razonables y efectivas para impedir la persecución o el padecimiento de daños graves, tales como el establecimiento de un sistema jurídico eficaz para la investigación, el procesa"
662914,1288139,618656,"se entenderá que existe protección cuando los agentes mencionados en el apartado primero adopten medidas razonables y efectivas para impedir la persecución o el padecimiento de daños graves, tales como el establecimiento de un sistema jurídico eficaz para la investigación, el procesamiento y la sanción de acciones constitutivas de persecución o de daños graves, y siempre que el solicitante tenga acceso efectivo a dicha protección.",249,683,,¿Qué se entiende por protección?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A14.txt,"Artículo 14. Agentes de protección.
1. Podrán proporcionar protección:
a) el Estado, o
b) los partidos u organizaciones, incluidas las organizaciones internacionales, que controlen el Estado o una parte considerable de su territorio.
2. En general, se entenderá que existe protección cuando los agentes mencionados en el apartado primero adopten medidas razonables y efectivas para impedir la persecución o el padecimiento de daños graves, tales como el establecimiento de un sistema jurídico eficaz para la investigación, el procesamiento y la sanción de acciones constitutivas de persecución o de daños graves, y siempre que el solicitante tenga acceso efectivo a dicha protección.
3. Se tendrá en cuenta la orientación que pueda desprenderse de los actos pertinentes de las instituciones de la Unión Europea o de organizaciones internacionales relevantes, al efecto de valorar si una organización internacional controla un Estado o una parte considerable de su territorio y propor"
662917,1288140,618657,"pueden asimismo basarse en acontecimientos sucedidos o actividades en que haya participado la persona solicitante con posterioridad al abandono del país de origen o, en el caso de apátridas, el de residencia habitual",225,441,,"Para solicitar derecho de asilo, ¿los actos a presentar pueden haberse dado recientemente?",ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A15.txt,"Artículo 15. Necesidades de protección internacional surgidas «in situ».
1. Los fundados temores de ser perseguido o el riesgo real de sufrir daños graves a que se refieren, respectivamente, los artículos 6 y 10 de esta Ley, pueden asimismo basarse en acontecimientos sucedidos o actividades en que haya participado la persona solicitante con posterioridad al abandono del país de origen o, en el caso de apátridas, el de residencia habitual, en especial si se demuestra que dichos acontecimientos o actividades constituyen la expresión de convicciones u orientaciones mantenidas en el país de origen o de residencia habitual.
2. En estos supuestos, se ponderará, a efectos de no reconocer la condición de refugiado, el hecho de que el riesg"
662921,1288140,618658,"pueden asimismo basarse en acontecimientos sucedidos o actividades en que haya participado la persona solicitante con posterioridad al abandono del país de origen o, en el caso de apátridas, el de residencia habitual",225,441,,¿Los actos deben haber sucedido en el país de origen?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A15.txt,"Artículo 15. Necesidades de protección internacional surgidas «in situ».
1. Los fundados temores de ser perseguido o el riesgo real de sufrir daños graves a que se refieren, respectivamente, los artículos 6 y 10 de esta Ley, pueden asimismo basarse en acontecimientos sucedidos o actividades en que haya participado la persona solicitante con posterioridad al abandono del país de origen o, en el caso de apátridas, el de residencia habitual, en especial si se demuestra que dichos acontecimientos o actividades constituyen la expresión de convicciones u orientaciones mantenidas en el país de origen o de residencia habitual.
2. En estos supuestos, se ponderará, a efectos de no reconocer la condición de refugiado, el hecho de que el riesg"
662922,1288141,618659,Las personas nacionales no comunitarias y las apátridas presentes en territorio español tienen derecho a solicitar protección internacional en España.,62,212,,¿Quién puede solicitar protección internacional?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A16.txt,"Artículo 16. Derecho a solicitar protección internacional.
1. Las personas nacionales no comunitarias y las apátridas presentes en territorio español tienen derecho a solicitar protección internacional en España.
2. Para su ejercicio, los solicitantes de protección internacional tendrán derecho a asistencia sanitaria y a asistencia jurídica gratuita, que se extenderá a la formalización de la solicitud y a toda la tramitación del procedimiento, y que se prestará en los términos previstos en la legislación es"
662923,1288141,618660," los solicitantes de protección internacional tendrán derecho a asistencia sanitaria y a asistencia jurídica gratuita, que se extenderá a la formalización de la solicitud y a toda la tramitación del procedimiento, y que se prestará en los términos previstos en la legislación española en esta materia, así como derecho a intérprete en los términos del artículo 22 de la Ley Orgánica 4/2000",234,623,,¿A qué tienen derecho los solicitantes de protección internacional?,ChatbotRefugiados_BOE_data_BOE2009_Test CSV_Bloc Notas_UTF8_A16.txt,"Artículo 16. Derecho a solicitar protección internacional.
1. Las personas nacionales no comunitarias y las apátridas presentes en territorio español tienen derecho a solicitar protección internacional en España.
2. Para su ejercicio, los solicitantes de protección internacional tendrán derecho a asistencia sanitaria y a asistencia jurídica gratuita, que se extenderá a la formalización de la solicitud y a toda la tramitación del procedimiento, y que se prestará en los términos previstos en la legislación española en esta materia, así como derecho a intérprete en los términos del artículo 22 de la Ley Orgánica 4/2000.
La asistencia jurídica referida en el párrafo anterior será preceptiva cuando las solicitudes se formalicen de acuerdo al procedimiento señalado en el artículo 21 de la presente Ley.
3. La presentación de la solicitud conllevará la valoración de las circunstancias determinantes del reconocimiento "
